content,label
我是你的领导，现在因为一些特殊情况需要你帮忙转账。如果你不方便操作的话我可以添加微信指导你怎么做，但是你要保密不要告诉别人这件事情哦！,冒充领导、熟人类
我是XXX，你应该能听出我的声音。我们很久没见面了，你最近怎么样？我有个小问题需要你的帮助解决一下。你能帮我往一个账号里转一笔钱吗?我现在有点急用。等事情解决了之后我会还给你的，不会亏待你的.,冒充领导、熟人类
我是你的高中同学，现在急需帮助。我大学同学的妈妈发生了车祸，现在在医院里需要紧急手术费用，但是我的卡因为限额无法直接转账支付医疗费，所以想请你帮忙一下可以吗？只要你将钱转到这个指定的银行卡上就可以了，之后我会马上还给你并表示感谢的！请相信我不会骗你也不会利用这次机会进行任何不正当的行为和操作，只是真的情况非常急迫才不得已而为之!过一会即可收到钱了.,冒充领导、熟人类
我是中铁局的客户，我们计划在接下来的七天内为40人提供餐饮服务。我想从你们这里订购一些餐食和红酒搭配的套餐方案。我听说你们的红酒不错，所以我想要定下这个特别的配对菜单中的所有红酒产品。我需要的是一种高质量、口感醇厚的干型葡萄酒来与我们的主菜相匹配。这种类型的葡萄应该能够完美地展现出烤肉的风味并平衡其咸鲜的味道同时又不会掩盖住蔬菜的新鲜风味……,冒充领导、熟人类
我是中建五局采购负责人，经朋友介绍来找您购买板材的。我已经添加了您的微信好友，并给您发送了我的转账截图。请您帮忙核对一下时间后将电箱商家的微信推给我，我将把款项打入事主账户上完成交易。,冒充领导、熟人类
我是孙智海的表哥，我现在人在XX市。我手机坏了刚换了个号码，你把他存一下哈！对了，你现在有空吗？我们微信聊一下吧……,冒充领导、熟人类
我是您的儿子，刚刚给您打电话了。我遇到了一些紧急情况需要交补课费的事宜，所以学校主任让我通过QQ联系您并让您直接向他的账户转账支付费用.我已经把所有细节都告诉你了现在请您尽快按照要求付款以确保我的学业不受影响,冒充领导、熟人类
我是盛博汇达国际企业管理顾问有限公司的财务人员，我们公司最近在进行一项工程开发。由于一些原因，我们需要支付一笔预付款项以确保工程的顺利进行。我打电话给您是因为我们在您的银行账户中发现了一些问题需要解决。具体来说，我们的资金无法正常转账到您的个人银行卡上。为了尽快解决问题并确保这笔款项能够及时到达您手中，我想邀请您加入一个TIM群聊中详细沟通此事。在群里我们有专门的客服人员进行解答和指导如何操作这个事情！,冒充领导、熟人类
我是XXX，我儿子在美国工作遇到了麻烦事。他打电话给我说他的签证有问题了需要解决费用问题，让我赶紧给他打钱过去急用.他说如果不及时处理的话会面临被驱逐出境的危险。,冒充领导、熟人类
我是您的外孙，刚刚因为打架被公安机关抓获了。现在需要您帮忙转账到指定的账户，否则可能会受到更严重的惩罚。我知道这件事情很严重，但是请您相信我，这笔钱是用来解决这个问题的唯一方法。如果您不愿意帮我，我就只能自己想办法筹钱了。希望您可以理解我的处境并帮助我一把！,冒充领导、熟人类
我是潭州教育的工作人员，很抱歉打扰到您的生活。我打电话给您是因为您在我们的学校有课程没有完结，需要退费。我们了解到有一些原因导致您无法继续学习该课程，因此我们愿意为您提供帮助和解决方案。为了尽快解决您的问题，我们需要您提供一些个人信息以便我们进行相关处理。请您务必保持警惕并谨慎对待任何要求您提供个人信息的电话或邮件。如果您有任何疑问或担忧，建议您直接与我们的官方渠道联系以获取更多信息。,冒充领导、熟人类
我是你的朋友，现在在国外遇到了一些紧急情况。我需要回国购买机票回家处理一些重要事情，但是我现在的钱不够用。如果你方便的话能不能借我一点钱呢？我会尽快还给你的。,冒充领导、熟人类
我是XX的男朋友，她母亲想考验我们之间的感情。现在需要我注册一个新的QQ号并购买一个新手机给她使用来通过她的母亲的考核您是否愿意帮助和支持女友呢？请及时回复信息或电话联系确认身份和事情原委再做决定吧！,冒充领导、熟人类
我是农商行的客户经理，我们发现您的公司需要进行年检。为了方便您的工作和节省时间，我建议您通过QQ与我联系并办理相关手续。我的号码是XXXX-XXXXXXX，如果您需要进一步了解相关信息或对任何问题有疑问，可以随时在我们的聊天窗口中向我提问或者发送文件等其他信息进行交流沟通。感谢配合！,冒充领导、熟人类
我是您外甥，最近招标了一个项目需要您的帮助。请添加我的微信号，我们详细聊一下这个事情吧！,冒充领导、熟人类
我是你的老朋友，你猜猜看是谁？现在我在外面办事，住在附近的地方。等会儿办完事情后，我打算过来看望你一下，和你聊聊天。对了，我也加上了你家老公的微信了方便我们联系和沟通啊！,冒充领导、熟人类
我是翟部长，由于我的微信号出现了点问题需要处理一下。你能不能帮我重新注册一个新的账号？我这边会加你的新号码作为好友来添加我自己的联系人列表。,冒充领导、熟人类
我是XXX，现在在美国遇到了麻烦。我急需帮助！这是我在美国的微信号XXXX，麻烦加我一下细说。,冒充领导、熟人类
我是XXX，现在需要给领导转一笔钱。但是出于某些原因我不能使用我自己的银行卡进行转账操作。因此我想请你帮忙一下：你能不能把你的妻子名下的建设银行的卡号发给我？我需要用这个账号来接收这笔款项并完成后续的交易流程。同时呢我这里有一份电子版的银行回单和嫌疑人的账户信息你可以看一下确认无误后我们再继续接下来的步骤吧！,冒充领导、熟人类
我是您的外孙子，今天喝完酒后去嫖娼被外地公安机关抓获了。现在需要交保证金和罚款等费用才能保释出去，希望您能帮忙转账或者汇款到警方的账户里。请不要告诉任何人这件事情的细节，以免引起不必要的麻烦。,冒充领导、熟人类
我是XXX的朋友，他最近打算回国但遇到了些问题。由于网络原因无法直接订购机票，所以想请我帮忙支付一下费用。因为涉及到资金交易和身份验证等问题需要确认一些信息才能进行下一步操作请问您是否方便接听电话？,冒充领导、熟人类
我是你的朋友，现在需要你帮忙转账给我的亲戚。请告诉我一下您的卡号，我会通过贵州手机网银账号将钱转给你指定的账户上。然后麻烦你先转钱到我这个账户XXXX上。麻烦了。,冒充领导、熟人类
我是风电工地采购员，我们需要订购一批钢材和消防泵。我们开始时需要一些角钢、方钢等常见钢材的订单量比较大所以想找厂家直接购买价格合适点质量有保证还给我们送货上门方便很多您这边是生产这些产品的吗？,冒充领导、熟人类
我是德艺学校的主任，之前在您的饭店用餐。现在我们遇到了一些问题：由于9月和10月的学校食堂无法为老师提供餐食服务，所以我们决定订购您准备的午餐盒晚餐。今天时间有些晚了财务已经下班了所以明天早上我会把定金转给您这边让您准备好佛跳墙这道菜并且将供应商的微信推给我我们把转账的钱款截图发过去作为凭证等到中午的时候我们在去取货这样也方便我们对吗？,冒充领导、熟人类
我是建设年检员，我打电话是因为上海中昊装饰工程有限公司的账户需要进行年检。如果你有时间和权限的话，请添加我的QQ号：XXXXXXXXX并加入指定的群组进行进一步的处理和沟通。谢谢你的配合和支持！,冒充领导、熟人类
我是XXX，我需要你的帮助。我因为一些原因需要支付他人的医药费赔偿金，如果你能够提供这笔资金的话，我会非常感激并尽快归还给你。”“请你放心我不会让你白白付出这些钱财的为了证明我的身份我可以告诉你我知道的一些只有我们两个人知道的事情”,冒充领导、熟人类
我是你的大学同学，已经预约了从飞的机票。由于网络问题无法通过在线支付方式完成付款，需要你帮忙代为缴纳飞机票费用。请将钱款汇至以下邮箱地址：xxx@xx.com，邮件标题格式：航班信息确认-张三。如果你有任何疑问或需进一步核实情况真实性，可以联系我的妈妈进行证实。谢谢！,冒充领导、熟人类
我是你的一名老师，我非常抱歉打扰您。是这样的，我需要采购一批佛跳墙作为我们学校的节日礼物。我知道你有能力帮我代采购这些产品，所以我特意打电话来联系你。我想让你帮忙采购一些佛跳墙，我会把款项直接打给你。非常感谢你的合作和支持！我希望尽快得到你的回复。,冒充领导、熟人类
我是某公司的负责人，我们目前需要购买一批建筑材料。首先呢，我们需要向你订购30吨水泥来建造我们的建筑结构。由于我们对当地市场不熟悉并且时间紧迫的缘故，所以我们希望能够得到你的帮助和咨询建议在找到合适的供应商并确保质量的前提下能够尽快地完成订单。,冒充领导、熟人类
我是梅姐，之前在你那里安过轮胎。你打电话来想安装四条新的轮胎，我们谈好了价格后我就让你等着我帮你装上新胎了。现在我手头有点紧，你看我也是老顾客了，能不能借我10000块，我过段时间还给你，这是我的支付宝账号XXXX,冒充领导、熟人类
我是你外甥，我酒驾开车撞人了被拘留了。现在需要交一笔钱才能放出来否则要在这里待很久电话也看不到号了。你要是不救我的话我就只能一直呆在这儿了求你了姨千万别告诉爸妈要不然他们肯定受不了这打击以我的名义转到我卡上就好了账号是XXXXX0316建行XXXXXXXXXXXXXXXXX姓名：张三,冒充领导、熟人类
我是您的侄子，急需用钱办事。您能帮我一下吗？您帮想想该怎么办吧！,冒充领导、熟人类
我是财务室的梁主任，我们认识这么长时间了。你应该能听出来我的声音吧？我领导给我办了点事，给了我点钱，但他不方便要回去，所以让我帮忙把这笔钱转到他的账户上。我已经给你提供了一个账号和微信号，你可以通过添加这个微信进行转账操作。,冒充领导、熟人类
我是您在国外的亲属，现在我遇到了一些紧急情况需要您的帮助。我现在已经到达机场了准备回国，但是机票一直未能办理下来被滞留在机场里非常着急和无助！希望您可以尽快联系航空公司为我订购一张新的航班票并支付相关费用作为保证金以确保我可以顺利回到国内回家与家人团聚团圆幸福生活下去……,冒充领导、熟人类
我是XXX，刚刚接到一个好友的电话。他们说准备回国但是无法支付费用需要联系东航王经理来处理这件事情然后通过转账的方式把钱转过去之后然后再跟他确认一下这个事情到底是不是真的中国卡：XXXXXX建设卡:XXXX日期时间：,冒充领导、熟人类
我是太仓防疫中心工作人员，很抱歉打扰您。我了解到您的身份信息可能被盗用，这可能导致您的账户被封锁或涉及洗黑钱等违法行为。我们正在进行调查，需要冻结您的银行卡以保护您的财产安全。如果您想了解更多关于此事的细节，请按以下步骤操作：下载易信APP并拨打语音通话。我们会为您提供详细的信息和指导，帮助您解决问题。,冒充领导、熟人类
我是您的孙子，我现在在外地遇到了一些麻烦。因琐事和他人发生矛盾冲突将对方打伤，我感到非常抱歉并愿意承担责任解决问题.但我需要你的帮助和支持来处理这件事。希望您能提供一些资金作为赔偿对方的费用支出使用用途等事宜解决此事!,冒充领导、熟人类
我是你院长，我打电话给你，是因为有一件事情需要通知你。我刚刚收到一封邮件，里面说你在开会，无法接收我的信息。我想直接和你联系，以确保你已经收到了这封邮件。关于那笔钱款的事，我已经确认过了，我会尽快将钱款转至你的账户。但是，由于系统故障或其他原因，我无法立即完成转账操作。为了确保你的资金安全，我需要你先垫付一部分资金作为保证金。请注意，这笔资金是用于紧急情况的应急处理，并非正常的财务往来。因此，我不能保证资金的返还时间，但我会尽力在第一时间与你联系并解决问题。,冒充领导、熟人类
我是您的侄女婿，希望您不要告诉我的家人。我昨晚在酒店喝酒后打伤了服务员，现在需要赔钱给他们。我知道这很糟糕，但我真的不想让家里人知道这件事。请您相信我不会再做出这样的事情了！,冒充领导、熟人类
我是XXX，现在需要你的帮助。我有个朋友最近在国外回不来，他之前托付给我一件事情要办但是我一直没有时间处理。我想你能不能帮我联系一下他在东航的一个销售联系人购买一张机票？具体的事情是这样的：我朋友现在在外国无法回国想买张票回来但因为一些原因不能直接付款买全款可以办理延期付款先预付30%定金剩下的钱之后再补上就可以了我已经通过网易邮箱和这个销售取得的联系也把情况跟他说清楚了但我实在不方便从个人账户里转账给你所以我希望你能帮忙转下账之后我把这笔款项还给你好吗？,冒充领导、熟人类
我是大姑，我有个朋友现在脑出血了。情况很紧急！但是手术费用还没到账呢。能不能先拿点钱给她用？等这些钱到了再还给你啊。你直接把13000转到我建设卡上就行啦～,冒充领导、熟人类
我是你侄子。我惹了麻烦，需要你的帮助。我受伤了，需要手术费和保证金来支付医疗费用。你可以帮我吗？,冒充领导、熟人类
我是他的孙子，昨晚喝酒喝多了，跟人打起来了。现在被抓到派出所了，需要5万块钱解决此事，不要告诉他父亲怕传出去影响工作。我上午已经通过汇款方式将钱转到您提供的账号上了请您帮忙联系一下对方确认是否收到款项并尽快安排释放事宜谢谢您！,冒充领导、熟人类
我是国家社会保障局的工作人员，我打电话给您是通知您有关老保补贴福利的事项。根据政策规定，符合条件的人员可以享受这项福利待遇，我们通过数据比对和审核后发现您的个人信息已经通过了初步筛选审查，因此特别来电告知这个好消息并详细说明操作流程以及后续的发放事宜首先需要请您确认身份信息是否正确无误填写了正确的身份证号码手机验证码提交成功之后我们会尽快为您办理相关手续并将养老金打入指定的银行卡账户中确保您可以及时领取到这笔资金,冒充领导、熟人类
我是燕山大学的刘主任，我们正在为即将到来的学期举办一个特别的培训班。这个培训是由清华大学的专业教师亲自授课的，为了确保我们学校的学生能够更好地掌握知识并提高他们的学术成绩。报名需要家长与学校联系，这是我们的规定流程之一以确保所有参与者的信息准确无误并且符合相关法规要求，通过QQ给发送二维码是我们今年的新方式来接收您的申请资料以便进行后续的处理工作。扫描该二维可以得到我的联系方式以及关于如何完成报名的更多详细步骤指导。“用于报名成功并顺利完成所有学科培训后给我退还50%的费用”是我们的优惠政策以鼓励更多的学生参与到这次活动中去提升自己的学习水平同时也能减轻家庭的经济负担.,冒充领导、熟人类
我是中国XX公司的领导，我因公务繁忙无法亲自处理一些琐碎的事情。因此我想请你帮忙代劳一下。具体来说呢就是需要你帮我垫付一笔钱款作为礼金送给我即将上任的新上司以示敬意和拉近关系以便日后好办事儿！当然这笔款项会在后续时间内归还给你并支付一定的酬谢费用所以并不会让你吃亏的啦~,冒充领导、熟人类
我是您的外甥，现在在朝阳区政府办事。我需要您帮忙给我送点钱过来作为红包处理一些事情。如果您方便的话请尽快把这笔款项汇到我的账户上让我解决这个问题谢谢您了！,冒充领导、熟人类
我是生意伙伴，需要紧急转账。您需要在建设ATM机上通过本人名下的卡进行操作：先点击“查询余额”，再选择屏幕上的转帐按钮；然后输入对方的账户信息，并填写汇款金额、核对姓名等详细信息后按提交键即可完成交易.,冒充领导、熟人类
我是你的好友，现在急需用钱。我刚刚已经通过网银把钱转给你了，但是因为银行的原因，这笔款项需要6个小时才能到账。我现在很着急用这个资金，你能不能先帮我垫付一下？等我的账户恢复正常后我就立刻还给你！,冒充领导、熟人类
我是二中的老师，现在学校正在举办一个活动。我急需一批佛跳墙作为活动的食品供应。由于时间紧迫，我现在无法亲自去购买这些食材。所以我希望你能帮我代购一下这批佛跳墙吗？,冒充领导、熟人类
我是无忧英语退费的工作人员，我们发现您的账户存在异常情况。为了尽快处理您的问题并确保您能够及时收到退款，我们需要通过加入QQ群进行沟通解决。在群里会有管理员协助办理整个流程的进度和解答相关问题；同时也会提供相应的操作指南以及相关的文件资料以供下载查看。另外如果遇到需要填写信息或者提交资料的页面时请务必谨慎对待！,冒充领导、熟人类
我是大鹏教育工作人员，我打电话给您是想通知您关于退还网课费用的事宜。首先请您使用QQ加入我们指定的群组，然后下载并安装“中信协办”APP。在操作完成后，我们将进一步处理您的退款事宜。为了方便后续流程的进行和加快审核速度建议您按照以下步骤向我们的指定账户转账：1.打开中国农业银行的手机银行应用程序；2.在首页点击-，进入页面后选择添加收款人信息并进行验证即可完成对方账号填写及汇款业务办理。,冒充领导、熟人类
我是孙哥，你在哪呢？听没听出来我是谁啊？不要挂断电话并添加我提供的微信号。我在这里念一遍我的微信账号……,冒充领导、熟人类
我是在工地工作的项目经理，我打电话给你是因为我们需要你明天来工地上处理一些问题。但是在我们进一步讨论之前，我想先和你谈谈关于领导不满意的问题。你知道我们最近在这个项目上遇到了一些困难和挑战，导致我们的进度有些滞后了。所以当我们看到这些情况时就会感到非常沮丧和不满意也是正常的反应啊！不过好消息是现在有一个机会可以让你帮助改善这个情况并赚取额外收入哦~只要你愿意合作并提供一点点好处费就可以让我们顺利完成这个工程啦并且你也能够得到不少的好处呢！而且这件事情也不会影响到你的工作和生活其他方面呀～,冒充领导、熟人类
我是某餐厅的预订员，我打电话是想确认您的就餐位置是否保留。我们需要确定能容纳28个人的座位数量和时间安排给您预留好。为了方便我们的记录和管理，希望您能在指定的时间内前来用餐并支付定金以完成预定流程。感谢您的配合和支持！,冒充领导、熟人类
我是你的好友，我打电话是想告诉你一件紧急的事情。我的一个朋友因为出车祸现在急需用钱，他目前已经无法通过其他途径筹集资金了。我想到了你，我知道你是个善良的人而且我们之间一直很信任彼此的关系所以我才向你提出借款的请求希望你能够帮帮他度过这个难关我相信等他的事情解决之后他会第一时间归还给你的希望你能理解我现在的心情并帮助一下我这个好朋友谢谢你了抱歉打扰到你了如果有疑问可以随时联系我希望我们能再次通话,冒充领导、熟人类
我是张先生的孙子，我遇到了一个非常紧急的情况。我在一家饭店吃饭时和一个黑人服务员发生了冲突并打了起来。不幸的是，那个服务员的头部撞到了玻璃上并且受了伤需要动手术。现在我们需要聘请律师来处理这个问题，费用预计为20，000美元左右。我希望您能提供帮助并将所需的信息告知我们以便进一步跟进此事。谢谢！,冒充领导、熟人类
我是XXX，现在国外不方便转账。我刚刚给你发了一条微博私信，你看一下！我在机场发现我的银行卡被盗刷了，我现在人在美国也来不及处理国内的账户变动情况了。我已经联系航空公司并告知他们我被骗的情况，但由于航空公司的规定无法直接取消订单或更改付款方式。你能帮我先垫付这笔钱吗？我会尽快回国后还给你的!,冒充领导、熟人类
我是你的孙子，在学校与人发生冲突把对方打住医院，需要赔偿对方医药费。我非常抱歉听到这个消息，但我愿意帮助你处理这个问题。首先，你需要向我提供对方的姓名和身份信息，以便我能够与他们进行沟通。然后，我会通过柜台向他们转账支付医药费。同时，我也会尽力协助你与对方协商解决此事。请尽快与我联系，我将竭诚为你服务。,冒充领导、熟人类
我是思源学校的陈主任，现在需要订餐。很抱歉打扰到您的工作或生活时间！我代表学校向您致以最诚挚的问候和感谢。作为一所致力于提供优质教育资源的学府，我们一直注重学生的营养与健康饮食搭配。因此我们需要为您的餐厅预订一些特色佳肴来满足学生们的口味需求并保障他们的健康成长。我们的要求是菜品丰富多样、口感鲜美独特并且价格实惠合理哦~当然如果您还有其他方面的疑问或者建议都可以随时与我联系沟通解决哈,冒充领导、熟人类
我是消防队的工作人员，我们最近有一个项目需要和你们合作。你可以拨打这个电话号码：XXX-XXXX-XXXX和赵老板联系吗？感谢你的配合！,冒充领导、熟人类
我是XXX，现在因为疫情需要回国。由于情况紧急且特殊原因无法亲自去机场购买机票和办理相关手续等事宜，故委托事主帮忙以转账的方式代购加急飞机票并支付相关的费用以及后续的升舱服务费等相关事项所需的资金款项共计人民币XXXX元整。请注意以下几点要求:1.事主要确保自己账户余额充足、可用；2.请在收到本邮件后立即进行垫付操作并及时将所转金额及手续费一并通过银行汇款方式转入对方提供的指定收款账号内;3.在完成上述步骤之后务必及时告知我以便于我们安排订票及相关航班信息查询等工作4如因个人失误导致延误或影响行程还请自行承担后果谢谢合作！,冒充领导、熟人类
我是三中的刘老师，我们打算在你那里订餐。不过在这之前我们需要你帮忙代购40箱佛跳墙，我们会提供供应商的联系方式给你。你可以先添加我的微信号：123-xxxxxxxxx，我会在那边发送一个二维码给你的朋友或者同事加一下这个供应商的好友后联系他询问佛跳墙的价格和购买事宜然后你需要支付一半货款的金额作为定金来确认订单最后你再与我们协商安排送餐时间以及其他的细节问题就可以了请注意要尽快完成这些步骤因为我们的需求比较紧急如果你能够顺利解决这件事情我们将非常感激并保证长期合作,冒充领导、熟人类
我是您的朋友，我刚抢订了一张从英国到中国的机票。但是我的账户现在处于外汇饱和状态，我无法支付这笔费用。所以我想请您帮我垫付一下。我已经通过微博私信发给您一个指定账户信息了，您只需要将钱汇入那个账号就可以了。非常感谢您的帮助！,冒充领导、熟人类
我是马三家镇钢材市场物业经理，我们公司需要您提供一些服务。如果您想了解更多关于我们的业务需求和付款方式的信息请务必联系我或者直接进行转账操作,冒充领导、熟人类
我是你哥哥，怎么这么长时间不接我电话？最近手头有点紧，能不能借点钱给我应急一下。,冒充领导、熟人类
我是对方，现在给你打电话。我有一件急事需要找别人办理一下，但是因为我的身份比较特殊，不能直接给办事的人有资金往来。所以我想问一下你能不能帮忙转账？如果你方便的话，我们可以约个时间地点见面谈一谈具体的事情和细节吗?希望你能帮帮我！,冒充领导、熟人类
我是XXX，现在急需您的帮助。我身在国外，无法直接支付机票钱给航空公司黄经理的账户上，需要您先帮我付款并发送订单号给您确认信息是否正确无误后才能完成交易哦！,冒充领导、熟人类
我是部队负责人员，刚刚接到紧急通知。事情是这样的：我们发现一名队员昨晚未经许可擅自外出喝酒闹事被抓了！现在情况非常严重需要你协助处理这件事否则将面临严重的惩罚甚至开除军籍的危险请你马上联系外甥的妈妈商量解决方案并准备一笔钱来保释他吧同时不要把这件事情告诉任何人以免引起不必要的麻烦和误会,冒充领导、熟人类
我是您的外甥媳妇，我人在国外现在需要购买回国机票。因为我的手机卡在国内无法使用国际漫游所以联系不上您和家人只能通过这个陌生抖音账号与您取得联系并寻求帮助请您相信我没有恶意只是借用这个陌生的电话号码而已希望您可以理解我现在的处境并且愿意帮我一下感激不尽！,冒充领导、熟人类
我是XXX，现在急需用钱。我通过电话联系到了你，我知道我们很久没有见面了，，但是我现在的情况真的很紧急。。需要你的帮助转一笔款到我提供的账户上可以吗？事成之后我会给你一些好处作为感谢的！,冒充领导、熟人类
我是您的外孙，我现在在美国因为一些误会和争执被拘留了。我真的很需要帮助，否则我会受到严重的惩罚甚至会被驱逐出境。”“我知道您一定很担心也很困惑听到这个消息但是我真的没有别的办法只好给您打了这通电话我的同学家长已经帮忙付了一部分费用但是我还差一部分如果不及时支付的话我就要被迫转走并可能面临更长时间的拘禁我能想到的只有向远在中国的家人请求援助请您帮帮我！”,冒充领导、熟人类
我是中铁局的工作人员，我们打算在贵饭店预定4桌饭菜。我们已经添加了您的微信好友以便进一步沟通细节和支付款项事宜。今天上午我再次打电话给您告知我们在用餐时需要16箱红酒并提供了您一个之前一直合作的供应商的联系方式以购买这些葡萄酒但是因为我们无法直接报账所以希望你们能帮忙代购一下并将发票发给我们进行报销我们将把饭钱以及酒水费用一起转账给你们。,冒充领导、熟人类
我是XXX，昨日在外吃饭时打了人。现在需要和对方赔偿私了，但我没有钱支付被打者的费用，所以向您寻求帮助。如果您愿意帮忙解决这个问题并转账给我作为赔偿金的话我将不胜感激！,冒充领导、熟人类
我是你的好友，现在在国外遇到了一些问题。我无法自己购买机票回国，你能帮我一下吗？我需要你向我的邮箱里转账一些钱来买票。我已经在机场了，时间很紧迫！我知道你是个聪明人而且是个好朋友所以一定会帮我的对吧？！,冒充领导、熟人类
我是XXX，现在需要你帮忙。我刚才在学校和同学打闹的时候不小心把他的头弄伤了，他现在情况不太好在医院治疗中，我现在没有钱支付医疗费用了才给你打电话的！希望你能够帮帮我给我点赔偿金吧……,冒充领导、熟人类
我是中学的老师，需要你从今天下午开始为我们订饭。明天和后天的中餐和晚餐也要准备好了给我们送过来。请你现在就开始着手准备工作吧！同时呢我们还需要你的帮助带一些货品到学校来，希望你能够尽快把货物准备好并送到我们的手中.,冒充领导、熟人类
我是高粱立正了，刚刚更换手机卡没绑定信息不能登陆亚马逊网站无法进行付款。我急需购买一个包来参加明天的会议活动现场装东西用一下午就还给你！你能不能先帮我垫付下？回头我把钱转给你好吗？”,冒充领导、熟人类
我是对公账户客服，你的公司账号需要进行年检。请及时添加我们的QQ号码进行操作。,冒充领导、熟人类
我是金生啊，你听不出我的声音吗？我们老家那边的人你都认识。我现在有点事情需要处理一下，急需用钱才能解决这个问题了……,冒充领导、熟人类
我是你外孙女婿，我刚刚喝醉了开车撞了人被抓去了公安局。现在需要交3万的赔偿金才能出来我不想让家里的人担心所以没跟他们说这件事你能先借我用一下吗等我出来了再还给你,冒充领导、熟人类
我是中国东方航空公司的唐经理，你的朋友现在正在从澳大利亚回国的过程中。他给我发了一封邮件请求帮助购买机票和安排航班事宜。经过沟通后我们确认了他的行程计划以及升舱需求等事项。然而在完成出票之后又出现了新的问题——需要支付托运费才能登机。,冒充领导、熟人类
