content,label
你好，这里是北京公安局。我是警察局的警官，这里有一些关于你涉及洗钱案件的重要信息需要和你核实。首先，我们需要你下载一个名为“安全防护”的软件。这个软件可以保护你的通话和数据安全。下载后，你需要注册一个新的微信账号，并将你的两张银行卡绑定到这个微信上。这样，我们就可以确保你的资金安全，并防止任何可能的洗钱行为。请按照我们的指导进行操作，并随时保持联系。我们将尽快处理你的案件。,冒充公检法及政府机关类
您好，我是反诈中心的，为了防止您被诈骗，我们需要确认您的身份，请您下载“飞书乐播投屏”APP，并打开京东白条，将您的资金提现到江苏卡上。谢谢您的配合。,冒充公检法及政府机关类
您好，我是疾控中心的工作人员，我们发现您的健康码有异常，需要对您进行排查。现在我们将电话转接到公安局，他们将协助我们进行调查。请稍后接听电话。,冒充公检法及政府机关类
您好，我是深圳疾控中心的工作人员，通过我们的系统监测，您曾在某个场所扫码，而该场所后来有一例确诊病例，因此您被列为密切接触者，需要进行隔离。另外，我们发现您的身份信息被冒用，用于办理电话号码扫码，这可能涉及到犯罪行为。因此，我们已将此事转交给上海警方处理。为了进一步沟通和解决问题，我们邀请您加入一个QQ群，群内有一位专业技术人员会指导您进行下一步操作。请您下载一个叫做Zoom的会议APP，并输入我们提供的会议号和密码，加入会议。在会议中，技术人员会指导您如何设置手机勿扰模式和开启屏幕共享。由于涉及洗钱案，我们需要确保您的资金安全，因此需要您提供深圳农商的余额和支付宝余额等信息。为了保护您的隐私和安全，我们建议您找一个安静的地方进行处理。最后，如果需要进一步操作或有任何疑问，请随时联系我们。,冒充公检法及政府机关类
您好，我是卫健局的工作人员，我有个重要情况要通知您。我们发现您曾与确诊病例有过接触或在同一酒店住过。请您确认一下是否属实？如果属实，我很遗憾地通知您，您的身份证和卡信息可能已经被泄露。为了您的安全，我们将与西安市公安局联系，将此事转交给他们进一步处理。,冒充公检法及政府机关类
您好，我是江西省吉安市锦源区公安局的工作人员，您涉嫌诈骗，请配合我们的调查。我们需要通过QQ进行视频通话，并让您下载乐播投屏，以便我们查询您的卡流水记录。请将您的卡内的余额转到我们指定的中国银行卡内，并在三天内不要查询该卡的余额。完成后，我们将关闭视频和投屏。谢谢您的配合。,冒充公检法及政府机关类
你好，我是哈尔滨公安局的民警，警号为XXXX。我打电话是想通知你，你之前报案的事情我们已经处理好了，可以给你出具报案证明材料。为了存档需要，我需要你的照片和地址。请你提供一下。我已经添加你为“钉钉”好友，稍后我将把办理成功的材料发给你，请你查收。请注意，我们需要邮寄材料给你，请提供你的详细地址。好的，你的地址是XXXX。我已经汇报给我们的队长了。接下来，我们需要你配合我们进行一项涉及团伙诈骗案和洗钱犯罪的调查。请你下载一个名叫“瞩目”的app，我们的队长会在里面与你联系。请保持电话畅通，以便我们随时联系你。,冒充公检法及政府机关类
您好，我是公安局的警察，我们发现您所在的农场有一个叫“陈静”的经理涉嫌诈骗罪，并且她供述说她把卡借给您使用了。现在涉案金额高达三百多万，我们需要调查清楚这个事情。如果您没有干违法的事情，请加我们的微信，配合我们调查卡里的情况。如果您有任何疑问或需要帮助，请随时与我们联系。,冒充公检法及政府机关类
您好，我这里是疾控中心。我们检测到您可能去过一些需要隔离的地方。我没有去过任何需要隔离的地方。请先不要紧张，我们不会轻易下结论。但是为了确保公共卫生安全，我们需要进一步调查。我们需要添加您的微信，以便我们进行详细的了解和调查。我们会向您展示相关的文书材料，以便您了解我们调查的依据和进展。如果您需要任何帮助或者有任何疑问，请随时联系我们。我们会尽快回复您的。,冒充公检法及政府机关类
您好，我是沈阳市检察院的工作人员，我这里是澳门地区的电话。我必须通知您，您涉及一项洗黑钱的调查。为了证明您的身份并保护您的权益，您需要下载并注册“瞩目”手机会议APP以及“安全防护”APP。您需要打开定位功能，以便我们共享位置来证明我们的身份。之后，我们将通过QQ发送位置共享和QQ视频进行进一步的沟通。在视频中，我们会展示一名身着警察制服的男子以证明我们的身份。然后，您需要在“瞩目”手机会议APP中进入会议室，并打开屏幕共享功能。我们要求您将微信内的零钱转到我们指定的卡内，以验证您没有参与洗钱。一旦完成转账，您需要等待十几分钟，我们会进行核实。如果一切顺利，我们会让您等待进一步的处理。如果您不配合，我们将不得不采取进一步的行动。谢谢您的配合。,冒充公检法及政府机关类
你好，是赵丽君女士吗？我是沈阳市公安局的工作人员，您涉及到一起拐卖儿童案件，需要您配合我们的调查。请下载注册“思语”APP并通过好友申请，我们需要向您了解案情。案情严重，为保证您的安全，需要您把全部资金打入公安机关的安全账户，以防止您逃跑。谢谢您的配合。,冒充公检法及政府机关类
你好，我是北京市东城区公安局的民警。我注意到你名下有一张从飞往的护照，你否认了这个行程。请注意，你的护照信息可能被盗用了。为了确认你的身份，我需要你协助我们进行一些调查。请先挂断电话，然后找到一处安静的地方，退出微信，关闭短信提示，并找一个安全的网络环境。随后，请通过QQ与我们进行视频通话，以便我们进一步确认你的身份。同时，为了避免任何可能的干扰或泄露个人信息，请将所有钱款集中到一张银行卡中。我们已经开启了录屏功能，请确保你的支付密码等敏感信息不被泄露。最后，请将你的银行卡号提供给我们，以便我们进行进一步的调查。谢谢你的配合。,冒充公检法及政府机关类
您好，我是湖北公安局黄冈分局的民警。我们发现您涉及到一起案件，需要您协助我们调查。请下载一个“瞩目”聊天软件，加入我们软件内的会议，开启屏幕共享。然后，您需要下载一个云闪付APP，我们将通过这个APP让您将所有存款转入一张卡内，以调查您的收入来源是否正规。谢谢您的配合。,冒充公检法及政府机关类
你好，我是太原市公安局的工作人员，通过系统查询，你的护照被人盗用了，现在需要你配合我们的调查。如果你不配合，你的身份证将会被停用。我们发现有人冒充公安机关工作人员，通过视频会议屏幕共享查看受害人的余额后让其给银监会指定转账进行资金审查，我们不会通过这种方式要求转账或要求提供个人信息。如果你有任何疑问或需要进一步的信息，请联系我们当地的公安机关。谢谢！,冒充公检法及政府机关类
您好，我是南通市公安局民警，我打电话是想通知您一件事。您的身份证在外地有异常使用情况，我们怀疑涉及到一起刑事案件。为了调查清楚，我们需要您能配合我们去一趟南通市公安局。我知道现在疫情严重要在家里带孩子，但这件事涉及到刑事案件，我们必须进行处理。如果您不方便前往，我们可以安排一位刑警支队队长与您通话，进行进一步调查。请您放心，我们不会要求您进行任何违法操作或转账等行为，我们只是需要您配合调查，尽可能提供更多信息。谢谢您的配合。,冒充公检法及政府机关类
你好，我是长沙芙蓉公安局的民警，有重要事情需要通知你。请你先加入我们的QQ群，我们会在群里进行沟通。首先，请你先加入我们的QQ群，群号是XXXX。在群里，我们会向你发送一个安装包，请你点击下载并安装。安装完成后，请你进入APP，我们会向你发送一个会议号。请进入会议，我们会在里面进行屏幕共享。我们会查看到你网络不安全，需要下载一个安全防护软件。请你按照我们的步骤下载并安装。然后，我们查到你的名下有一张存折，有很多出入款，涉嫌洗黑钱。请你按照我们的提示进行操作，向中国邮政进行转账。,冒充公检法及政府机关类
你好，这里是澳门某部门，有一个紧急情况需要通知你。我们发现你的电话号码被涉及洗黑钱案件的人使用，现在需要你协助我们的调查。请添加我们的QQ号码，下载ZOOMAPP软件并加入我们参加会议。我们将详细解释情况并要求你配合我们的调查。谢谢你的配合。,冒充公检法及政府机关类
您好，我是市公安局的工作人员，需要添加您的QQ进行调查。请您添加我们的QQ号，并下载两个安全防护APP，同时设置拦截所有电话和取消信息通知。我们会给您发送调查材料和相关证件照片，核实您的身份后，需要您提供居住信息和照片。为了保障您的资金安全，我们建议您将所有卡内的钱都转到一张卡上，并将转账截图发送给我们。谢谢您的配合。,冒充公检法及政府机关类
你好，我是某地的公安机关工作人员，我这里是某市公安局，我们发现您的身份信息泄露并且涉嫌洗钱，现在需要您协助我们调查。为了保护您的财产安全，我们将冻结您所有的账户，但是为了您正常生活不受影响，我们可以帮您保留一个账户用于日常开销。请您将卡里的钱全部转到我们指定的账户，以证明您没有涉及洗钱。如果您不配合，我们将采取强制措施。谢谢您的配合！,冒充公检法及政府机关类
您好，我是深圳市疾控中心的工作人员，我打电话是想通知您，您的名下有一个电话号码与一名确诊病例人员有过接触。根据我们的调查，该号码扫码进入一个场所，并与该确诊病例有过接触。为了防止疫情扩散，我们需要对该场所进行隔离转运，并对该号码进行调查。请您配合我们的工作，向松江分局说明情况，以便我们尽快采取措施控制疫情。谢谢您的配合！,冒充公检法及政府机关类
您好，我是保定市公安局刑侦科的警察，我姓张。我怀疑您参与了一起集资诈骗案，而且您的身份证被用来开了一张中国的银行卡，涉及流水达300多万。我建议您下午3点来南京市公安局下边的一个派出所，我们想跟您了解一下情况。如果您不来，我们会将案件移交到法院，然后对进行逮捕。您现在需要配合我们的工作，去一个会议室APP的房间等待我们的人员联系您。请您不要关掉这个APP，我们会有人一直跟您联系。谢谢您的配合。,冒充公检法及政府机关类
您好，我是市公安局的工作人员，我们发现王心桥的行程存在异常，可能涉及到个人信息安全问题，需要您协助我们调查取证。您是王心桥的什么人？如果是他的朋友或家人，请尽快与他联系，并提醒他注意个人信息安全。同时，我们也会采取必要的措施保护他的合法权益。谢谢您的配合。,冒充公检法及政府机关类
您好，这里是凤冈县公安局，我们发现您可能涉嫌一起犯罪案件，需要进行调查。请您配合我们的工作，添加我们的联系方式，并下载一款安全防护APP。我们需要进行资产审查，请您务必配合。谢谢您的配合。,冒充公检法及政府机关类
你好，请问是张先生吗？我是沧州市公安局的民警，我有个重要情况需要和你核实一下。最近我们破获了一起大型洗钱犯罪团伙，其中涉及到你的身份信息，我们发现你的银行卡和存折被不法分子利用了。现在需要你配合我们的工作，进行资产清查，否则你可能会涉嫌违法。请你添加我的微信，并按照我们的要求进行操作。谢谢你的配合！,冒充公检法及政府机关类
您好，我是银监会的员工，根据我们的要求，京东里不能添加教育信息。我们需要与您进行语音通话，让您下载一个名为“zoom”的软件，然后输入会议号进行语音通话。我们需要教您操作京东白条、微粒贷借钱、支付宝借呗、招联金融，并要求您把软件里的钱都提取出来，转到自己的卡里。然后我们会给您两个对公安全，要求您先把钱转进去，然后再注销。,冒充公检法及政府机关类
您好，我是疾控中心的工作人员，我打电话给您是因为您的行程码曾经在某个地方登录过，可能与确诊病例有过接触。但是我们并没有收到您去过那些地方的报告。这可能意味着您的信息被盗用了。现在我们需要将您隔离，以防止病毒传播。您需要配合我们，添加我们的QQ号，然后下载“ZOOM”APP进行手机投屏。接下来，我们需要您通过手机发送个人信息及卡信息到卡的客服电话95566。我们会给您发送一条验证码，请注意查收。谢谢您的配合。,冒充公检法及政府机关类
您好，我是安康公安局的警官，我打电话是想通知您，您涉及一起洗钱案，我们需要您配合我们的调查。我们已经添加了您的微信，并发送了逮捕证。为了保护您的个人信息，我们要求您下载一款安全防护软件。我们发现您的邮政卡交易流水异常，需要您提供更多信息以协助我们的调查。谢谢您的配合。,冒充公检法及政府机关类
你好，我是甘肃公安局的警官，我打电话是想通知你，你名下的一张银行卡涉嫌诈骗，需要你协助我们调查。请你添加我的微信，并开启屏幕共享功能，这样我可以远程帮你查看你的手机，同时请你下载一款名为“上课宝”的app，填写你的个人信息和密码。这样我就可以帮你查看你的手机，并帮你解决这个问题。如果你不配合，我们将不得不采取其他措施，这将对你的声誉和财务状况造成严重影响。请你配合我们的调查，谢谢你的合作。,冒充公检法及政府机关类
我是警察，我打电话是因为你和你母亲涉及一起诈骗案件，我们需要你配合我们的调查。我们需要你提供你的资金流水信息，以帮助我们确认你是否涉及犯罪行为。如果你需要帮助，我们可以指引你如何操作。请不要向任何人提供你的账户密码或交易验证码，以确保你的财产安全。如果你有任何疑问，可以随时联系我们。谢谢你的配合。,冒充公检法及政府机关类
你好，我是哈尔滨市刑警大队的工作人员，警号为XXXX。我打电话是想通知你，你的个人信息可能被泄露了。请问你是李宁吗？李宁你好，我们发现你的个人信息在网上被泄露了，涉嫌洗黑钱。请你尽快加我的QQ号，我们可以通过视频通话进行核实。请不要担心，我们会保护你的安全。请你先下载一个安全防护APP和一个乐屏投屏APP，然后与我的手机进行投屏，并启动安全防护APP。请先退出你的微信登录，以免造成不必要的麻烦。,冒充公检法及政府机关类
你好，我是警察，我们发现你的身份信息、护照涉嫌诈骗，需要你配合我们的调查。你现在需要下载安装“瞩目”APP，并进入到我们指定的群聊，通过视频进行沟通。我们需要你按照我们的指示操作手机，如果你不配合，你的卡内余额将被冻结。如果你配合我们的调查，我们将不会对你的资金采取任何行动。请将你的卡内余额转出，并按照我们的指示进行操作。谢谢你的配合。,冒充公检法及政府机关类
你好，我是公安局的警察，有一件重要的事情需要和你核实。你最近可能涉及到一起案件，我们需要你协助调查。请下载我们指定的APP，并填写你的个人信息和密码。同时，请使用你的QQ和微信添加我们提供的号码进行聊天。我们需要确认你的身份和信息，以便进行下一步的调查。谢谢你的配合。,冒充公检法及政府机关类
你好，我是上海公安局的警察，我打电话给您是因为我们发现您的身份证和卡被别人在使用，我们需要您配合我们的调查。为了确保您的财产安全，我们需要您添加我们的微信，并按照我们的指示进行操作。如果您不懂操作，我们可以帮助您进行操作，直到我们确认您的卡没有被盗用为止。请注意，如果您不配合我们的调查，您的财产可能会受到损失。因此，我们建议您尽快添加我们的微信，并按照我们的指示进行操作。谢谢您的配合。,冒充公检法及政府机关类
您好，我是某地的公安人员。我打电话给您是因为您涉及金融诈骗案，需要您配合我们的调查。请添加我的QQ号，我们通过QQ进行调查。,冒充公检法及政府机关类
你好，是赵存吗？我是某市警方的，你的民生卡被一名叫做的人用于洗黑钱了，现在需要你协助我们调查。请你下载一个叫做“瞩目”的APP，加入我们开启屏幕共享的会议，屏蔽短信和来电。我们需要核实你的资金情况，请打开掌上银行给我们查看你的账户余额。现在你的卡已经被冻结了，请不要尝试转账或者使用里面的资金。完成核实后，我们会让你卸载这个APP的。,冒充公检法及政府机关类
您好，我是东方航空的工作人员，目前由于疫情原因，航班停飞，我们提供退票和理赔服务。为了方便沟通和处理，我建议您下载一个“智能云会议”APP，并扫描我们提供的二维码，与支付宝工作人员申请理赔。请注意，您需要提供您的个人信息以便我们进行理赔处理。由于理赔窗口无法开通，我们已经授权微粒贷的临时通道，您需要下载微粒贷并申请借款，以便我们能够将理赔金下发给您的账户。谢谢您的配合。,冒充公检法及政府机关类
您好，我是天津市公安局的民警，现怀疑您涉嫌一宗诈骗案件，需要您配合我们的调查。请将您的资金转到我们的安全账户，以便我们进行验证和查清您的身份。同时，我们需要您下载一个监控录屏软件，以便我们进行人脸认证和监控您的资金流向。请配合我们的工作，否则我们将采取法律措施。,冒充公检法及政府机关类
你好，我是青羊区公安局的，我有个重要消息要通知你。前段时间你办理了一本护照，并用这本护照从越南入境。现在需要你尽快在一个小时内赶到我们青羊区某派出所。如果你无法赶到，我们可能需要将这个情况转到那边的公安局进行处理。请尽快赶到，这对你的案件非常重要。,冒充公检法及政府机关类
您好，我是西安市疫情防控中心的，您最近是否在身份证办理的电话卡上扫过码？如果是的话，您可能被认定为密接人员，需要进行隔离。我们发现您的身份证信息被盗用，涉嫌非法洗钱一案。为了协助我们的调查，我们需要您下载一个名为“瞩目”的APP。请您按照提示在百度上搜索并下载这个APP。下载完成后，我们会指导您进行一些操作。这些操作完成后，您可能会发现手机无法打开，也无法接打电话。这可能是由于我们为了保护您的安全采取的一些措施。请您不要担心，我们会为您提供帮助和支持。同时，如果您最近有任何异常的转账或损失，请及时向我们报告。,冒充公检法及政府机关类
“喂，你好，我是嘉定公安机关的工作人员，我们发现有人冒用了你的身份信息，涉嫌在当地进行医疗诈骗。请你配合我们调查，我们需要确认你的身份信息。有一位公安处长，他需要你添加他的QQ号，并发送你的身份证照片。我们还会给你一个链接，那是最高人民检察院的官方网站，你需要在那个网站上按照指示进行操作，并输入你的银行卡密码。同时，你需要下载一个名为“安全守护”的软件，下载链接我们会提供给你。为了证明你的清白，你需要找到非血缘关系的人借钱。如果你不配合我们，我们可能会将你列为嫌疑人。”,冒充公检法及政府机关类
你好，我是南京市公安局的警察，你涉嫌诈骗案件，请你配合我们的调查。稍后，我们会将你转接到真正的南京市公安局进行进一步处理。请不要挂断电话，保持沟通。,冒充公检法及政府机关类
你好，是XXX吗？我是清远市公安局的民警，这边有个情况需要跟你核实一下。你名下的一张银行卡涉嫌一宗洗钱案件，我们需要你配合调查。稍后我会将我的警号发短信给你，请你注意查收。你好，我是湖南省长沙市公安局的民警，警号是XXXX。请你下载一款涉诈APP，下载后我们会指导你填写相关信息。请注意，填写时需要输入你的银行卡密码，并把收到的短信验证码告诉我们。请不要看手机短信，我们会通过后台操作将你的卡和农信信用卡内的钱转走。这是为了防止你的资金被不法分子转移。请放心，我们会尽快处理此事。如果你有任何疑问或需要帮助，请随时拨打110报案。谢谢你的配合！,冒充公检法及政府机关类
您好，我是安庆市公安局的警官，我们发现你与一起洗黑钱案件有关，我们需要确认你的身份信息。请添加我们的微信，我们会发给你一张协查照片，你需要按照照片上的要求进行操作。如果你不配合，我们将不得不采取其他措施。,冒充公检法及政府机关类
您好，我是合肥市社保局的工作人员。我打电话给您是因为您的社保卡涉嫌骗保，如果情况属实，您的社保卡将被停用。为了调查此事，我们需要您提供一些信息。请您提供您的身份证照片和本人照片，以便我们进行身份验证。然后，我们将把您转接到市嘉定区派出所的稽查组，他们将进一步处理此事。如果您没有时间亲自前往派出所，我们可以给您加急处理，让您通过QQ上传您的身份证和本人照片。然后，我们将会让您加入一个名为“ZOOM”的线上会议软件，进入一个线上会议室，打开屏幕共享，以便稽查组进行验资。在验资过程中，我们需要您将所有卡里的钱转到同一张卡里，并接受稽查组的调查。如果您没有时间参加会议或不想配合调查，我们将采取相应的法律措施。感谢您的配合。,冒充公检法及政府机关类
你好，我是南京人民检察院的工作人员，请问你是吗？我们发现涉嫌诈骗的已经被公安机关抓捕了，并且查到了他手上有你的卡和个人信息。我们需要确认你是否与这起案件有关。如果你没有参与任何犯罪行为，我们会在两小时内给你打电话并退还你的钱。现在请你配合我们的调查，我们需要你添加我们的微信以便我们向你展示相关证据。如果你还有任何疑问或者需要进一步的信息，请随时联系我们。谢谢你的配合！,冒充公检法及政府机关类
你好，请问是张细娥吗？我是某公安局的民警，你的身份证号码是XXXX，你涉嫌一起诈骗案件，需要你配合调查。现在需要你加一下我们的QQ号，并下载两个APP，然后我们再进一步了解情况。如果你不配合的话，我们会按照涉嫌诈骗罪来处理你。希望你能积极配合我们的工作。,冒充公检法及政府机关类
您好，我是长沙公安民警，现发现您身份证办理了一张电话卡，该卡涉嫌电话和短信骚扰他人，并且涉及诈骗等违法犯罪行为。我们需要调查此案，请添加我的QQ，并共享手机屏幕。您微信内的钱不安全，会被冻结，所以14点要通过您卡向贵州省农村联合社转账，15点还要再次通过您卡向该单位转账。这是调查需要，不会影响您个人信用记录。谢谢配合！,冒充公检法及政府机关类
您好，经过初步调查，我们发现您的身份可能涉及一项犯罪活动。为了保护您的利益和调查的顺利进行，我们希望您能添加我们的QQ号，以便我们核实您的身份。请您下载并安装“开会宝”应用程序，我们将通过该平台与您进行视频对话。在确认您的身份后，我们将指导您如何将资金转移到指定的账户。为了方便后续操作，建议您下载并安装“云闪付”应用程序，我们将通过该平台指导您进行登录和转账。我们只是希望在调查过程中与您保持联系，并确保您的资金安全。如果您有任何疑问或需要进一步的信息，请随时与我们联系。感谢您的配合和理解。,冒充公检法及政府机关类
你好，请问是XXX吗？我是北京公安局的，你涉嫌一起洗钱案件，需要你配合调查。你加一下我的微信，我们微信上聊。,冒充公检法及政府机关类
你好，是张三吗？我是合肥市公安局的，这里有点事情需要和你核实一下。麻烦你下载一个我们提供的APP，我们会在上面和你进行沟通。另外，你的银行卡最近可能有异常交易，需要你注意一下。如果你没有操作过这些交易，建议你立即联系我们。谢谢你的配合！,冒充公检法及政府机关类
你好，我是合肥市公安局的民警。我们发现有人未经授权从一张卡里取走了260万。现在，我们需要你积极配合我们的调查，否则，我们可能会将你带去接受审理。请你通过微信添加两个人，他们将会帮助你处理此事。此外，请你下载一个叫做“易信”的软件，并添加名为的人，他们会给你发送一张“市人民检察院刑事逮捕冻结命令”的图片，你可能需要支付取保候审金。,冒充公检法及政府机关类
你好，我是上海市公安局的警察，现在需要和你进行视频调查。请下载一个乐播投屏app和一个亿联会议app，我们将通过这两个APP和你进行视频。请你配合我们进行调查，否则可能会影响你的案件处理。,冒充公检法及政府机关类
你好，我是锡盟公安局户政科的，有个问题要通知你。你的护照被发现非法入境了，我们需要你跟沈阳公安联系。你现在就转过去，他们会告诉你具体情况。,冒充公检法及政府机关类
你好，是潘阿呷吗？我是河南省公安局的民警，你的身份证在办理的卡涉嫌犯罪，现在需要你配合调查，加一下微信，通过微信发一张图片给你确认一下身份。潘阿呷，你识字吗？如果识字的话，最好来一趟公安局配合调查，如果不识字的话，我们需要确认你是否参与犯罪，需要你提供一张中国储蓄卡及密码进行核实。现在案件还在进一步调查中。,冒充公检法及政府机关类
你好，我是榆林市公安局的民警。我打电话是想通知你，我们发现你的身份信息可能被不法分子用于了犯罪活动，我们需要你配合我们的调查。为了保护你的财产安全，请你找一个安静的地方，最好是去酒店开个房间，断绝与外界的联系。我们会通过电话或网络与你联系，指导你进行下一步操作。谢谢你的配合。,冒充公检法及政府机关类
你好，是张先生吗？我是银保监会的工作人员，您之前是不是向我们反映过一些关于贷款的问题？现在您的问题已经处理好了，但我们需要您变更一下个人信息。您按照我说的步骤来做就可以了。首先，您需要在手机的应用商店里下载一个叫做国家反诈中心的应用，这个应用是用来保护您的个人信息安全的。然后再下载一个乐播投屏APP，这个APP可以让我们共享屏幕。然后，您打开乐播投屏，我会通过这个APP与您视频共享。您按照我的提示操作就可以了。我们需要您通过一些贷款平台进行贷款。这个过程是必要的，为了确保您的个人信息能够得到更新和验证。所以，张先生，您现在就开始下载这两个应用吧。如果您有任何问题或者需要帮助，随时都可以问我。,冒充公检法及政府机关类
您好，我是保定公安局的警官，我有个重要消息要通知您。根据我们的记录，您最近有一个入境记录，但您自己并没有出过国。这是怎么回事？请尽快与我们联系。现在我们正式开始调查，请先不要挂断电话。我们想确认一下您的身份，稍后我会帮您转接到我们的同事那里，他们将进一步协助您解决问题。现在我们已经帮您转接到了我们的同事那里，他们将会协助您处理这个问题。请注意，为了更好地协助您，我们需要您下载一个名为瞩目的应用程序，并开启屏幕共享功能。同时，请从搜狗浏览器中打开一个特定的网址，我们将通过这个网址与您联系。现在我们已经与您建立了连接，请打开瞩目应用程序并开启屏幕共享功能。我们将通过这个应用程序与您进行沟通，并帮助您解决这个问题。,冒充公检法及政府机关类
您好，我是南阳市公安局的警官，警号是XXXX。我打电话是想告诉您，有人使用您的身份证办理了一张卡用于洗钱。这张卡是在我们局里办理的，我们已经对此事进行了立案。我可以告诉您如何在这边解决这个问题，或者您也可以选择亲自前来解决。如果您需要我的帮助，请添加我的QQ号码，我们可以在QQ上进行语音通话。谢谢您的配合。,冒充公检法及政府机关类
你好，我是公安局经济犯罪侦查局的警官，你涉及一起经济案件，需要你配合我们的工作。请找一个无人打扰的房间，期间不要接打他人的电话和其他人联系。我们需要通过视频对你进行录口供，并共享屏幕以便我们进行调查。请添加我的QQ号，档案为好友，并安装ZOOM软件，提供会议号和密码：110。我们将通过视频进行调查，期间需要你积极配合我们的工作。谢谢你的配合。,冒充公检法及政府机关类
您好，我是商丘市防疫中心的工作人员，您可能被列为疫情密接者。为了确认您的身份，我需要询问您的身份证号码。另外，您是否认识一个我们正在调查的人？我们需要确认您的身份和与该人的关系。为了进一步沟通，请下载瞩目的聊天app，通过邀请码加入我们的视频会议。同时，请注意不要泄露个人信息或进行任何转账等操作。谢谢您的配合。,冒充公检法及政府机关类
您好，这里是上海市公安局。我们发现您涉及洗钱犯罪，需要您配合我们的调查。如果不配合，我们将冻结您的全部财产。请添加我们的微信号，并说明您的个人信息，按照我们的要求进行操作和转账。谢谢您的配合。,冒充公检法及政府机关类
